,CustomerId,TransactionStartTime,Value,Amount,IssuedDateLoan,AmountLoan,PaidOnDate,IsFinalPayBack,DueDate,PayBackId,IsThirdPartyConfirmed,IsDefaulted,ProductCategory_airtime,ProductCategory_data_bundles,ProductCategory_financial_services,ProductCategory_movies,ProductCategory_retail,ProductCategory_tv,ProductCategory_utility_bill
971,CustomerId_98,2/3/2019 6:58,1000.0,-1000.0,2/3/2019 6:58,1045.0,2/4/2019 12:42,1.0,3/5/2019 6:58,PayBackId_1304,1.0,0.0,1,0,0,0,0,0,0
972,CustomerId_98,2/3/2019 7:00,1000.0,-1000.0,2/3/2019 7:00,1045.0,2/4/2019 12:43,1.0,3/5/2019 7:00,PayBackId_723,1.0,0.0,1,0,0,0,0,0,0
973,CustomerId_258,2/3/2019 7:09,118450.0,-115000.0,2/3/2019 7:09,158314.0,3/27/2019 5:41,1.0,3/5/2019 7:09,PayBackId_686,1.0,0.0,0,0,0,0,0,1,0
974,CustomerId_381,2/3/2019 7:10,1000.0,-1000.0,2/3/2019 7:10,1125.0,2/20/2019 7:43,1.0,3/5/2019 7:10,PayBackId_88,1.0,0.0,1,0,0,0,0,0,0
977,CustomerId_145,2/3/2019 11:55,53500.0,-50000.0,2/3/2019 11:55,62328.0,2/28/2019 15:05,1.0,3/5/2019 11:55,PayBackId_1930,1.0,0.0,0,0,0,0,0,0,1
979,CustomerId_145,2/3/2019 12:00,61800.0,-60000.0,2/3/2019 12:00,75842.0,2/28/2019 15:02,1.0,3/5/2019 12:00,PayBackId_1480,1.0,0.0,0,0,0,0,0,1,0
980,CustomerId_369,2/3/2019 12:28,2000.0,-2000.0,2/3/2019 12:28,2200.0,2/16/2019 10:40,1.0,3/5/2019 12:28,PayBackId_679,1.0,0.0,1,0,0,0,0,0,0
982,CustomerId_369,2/3/2019 12:31,500.0,-500.0,2/3/2019 12:31,585.0,3/2/2019 2:54,1.0,3/5/2019 12:31,PayBackId_1149,1.0,0.0,1,0,0,0,0,0,0
983,CustomerId_369,2/3/2019 12:32,500.0,-500.0,2/3/2019 12:32,523.0,2/5/2019 12:01,1.0,3/5/2019 12:32,PayBackId_923,1.0,0.0,1,0,0,0,0,0,0
984,CustomerId_390,2/3/2019 12:32,500.0,-500.0,2/3/2019 12:32,583.0,3/1/2019 5:03,1.0,3/5/2019 12:32,PayBackId_1372,1.0,0.0,1,0,0,0,0,0,0
985,CustomerId_369,2/3/2019 12:50,1000.0,-1000.0,2/3/2019 12:50,1100.0,2/16/2019 10:36,1.0,3/5/2019 12:50,PayBackId_232,1.0,0.0,1,0,0,0,0,0,0
986,CustomerId_369,2/3/2019 14:48,1000.0,-1000.0,2/3/2019 14:48,1045.0,2/5/2019 11:58,1.0,3/5/2019 14:48,PayBackId_1076,1.0,0.0,1,0,0,0,0,0,0
987,CustomerId_278,2/3/2019 15:55,2000.0,-2000.0,2/3/2019 15:55,2150.0,2/11/2019 3:04,1.0,3/5/2019 15:55,PayBackId_1263,1.0,0.0,0,1,0,0,0,0,0
989,CustomerId_37,2/3/2019 17:45,2000.0,-2000.0,2/3/2019 17:45,1500.0,3/29/2019 11:29,0.0,3/5/2019 17:45,PayBackId_448,1.0,1.0,1,0,0,0,0,0,0
992,CustomerId_402,2/3/2019 18:24,500.0,-500.0,2/3/2019 18:24,658.0,3/31/2019 16:00,1.0,3/5/2019 18:24,PayBackId_675,1.0,0.0,1,0,0,0,0,0,0
993,CustomerId_369,2/3/2019 18:36,500.0,-500.0,2/3/2019 18:36,523.0,2/5/2019 11:57,1.0,3/5/2019 18:36,PayBackId_1213,1.0,0.0,1,0,0,0,0,0,0
994,CustomerId_369,2/4/2019 8:31,2000.0,-2000.0,2/4/2019 8:31,2090.0,2/5/2019 11:52,1.0,3/6/2019 8:31,PayBackId_778,1.0,0.0,1,0,0,0,0,0,0
995,CustomerId_310,2/4/2019 9:02,1100.0,-1100.0,2/4/2019 9:02,1161.0,2/8/2019 6:37,1.0,3/6/2019 9:02,PayBackId_1154,1.0,0.0,1,0,0,0,0,0,0
996,CustomerId_406,2/4/2019 9:11,10000.0,-10000.0,2/4/2019 9:11,12200.0,3/12/2019 14:58,1.0,3/6/2019 9:11,PayBackId_1328,1.0,0.0,1,0,0,0,0,0,0
997,CustomerId_369,2/4/2019 9:25,1000.0,-1000.0,2/4/2019 9:25,1045.0,2/5/2019 11:56,1.0,3/6/2019 9:25,PayBackId_1809,1.0,0.0,1,0,0,0,0,0,0
998,CustomerId_261,2/4/2019 10:14,5000.0,-5000.0,2/4/2019 10:14,3000.0,5/10/2019 18:28,0.0,3/6/2019 10:14,PayBackId_940,1.0,0.0,0,1,0,0,0,0,0
999,CustomerId_261,2/4/2019 10:14,5000.0,-5000.0,2/4/2019 10:14,4425.0,5/10/2019 18:39,1.0,3/6/2019 10:14,PayBackId_1220,1.0,0.0,0,1,0,0,0,0,0
1000,CustomerId_261,2/4/2019 11:54,1000.0,-1000.0,2/4/2019 11:54,1125.0,2/22/2019 7:10,1.0,3/6/2019 11:54,PayBackId_1838,1.0,0.0,1,0,0,0,0,0,0
1001,CustomerId_261,2/4/2019 11:54,1000.0,-1000.0,2/4/2019 11:54,1125.0,2/22/2019 7:09,1.0,3/6/2019 11:54,PayBackId_254,1.0,0.0,1,0,0,0,0,0,0
1002,CustomerId_296,2/4/2019 12:20,4000.0,-4000.0,2/4/2019 12:20,4160.0,2/5/2019 9:23,1.0,3/6/2019 12:20,PayBackId_1748,1.0,0.0,1,0,0,0,0,0,0
1003,CustomerId_180,2/4/2019 14:23,5000.0,-5000.0,2/4/2019 14:22,5500.0,2/17/2019 8:47,1.0,3/6/2019 14:22,PayBackId_1876,1.0,0.0,0,1,0,0,0,0,0
1004,CustomerId_145,2/4/2019 14:24,20000.0,-20000.0,2/4/2019 14:24,23200.0,2/28/2019 15:06,1.0,3/6/2019 14:24,PayBackId_314,1.0,0.0,1,0,0,0,0,0,0
1006,CustomerId_445,2/4/2019 17:22,4000.0,-4000.0,2/4/2019 17:22,4480.0,2/21/2019 6:26,1.0,3/6/2019 17:22,PayBackId_1064,1.0,0.0,0,0,0,0,0,1,0
1008,CustomerId_399,2/4/2019 17:43,27750.0,-25000.0,2/4/2019 17:43,33994.0,3/13/2019 21:14,1.0,3/6/2019 17:43,PayBackId_767,1.0,0.0,0,0,0,0,0,0,1
1009,CustomerId_120,2/4/2019 20:24,4000.0,-4000.0,2/4/2019 20:24,2000.0,2/19/2019 4:09,0.0,3/6/2019 20:24,PayBackId_330,1.0,1.0,1,0,0,0,0,0,0
1010,CustomerId_120,2/4/2019 20:24,4000.0,-4000.0,2/4/2019 20:24,2780.0,3/9/2019 11:11,0.0,3/6/2019 20:24,PayBackId_1656,1.0,1.0,1,0,0,0,0,0,0
1011,CustomerId_342,2/4/2019 21:03,500.0,-500.0,2/4/2019 21:03,608.0,3/12/2019 17:22,1.0,3/6/2019 21:03,PayBackId_657,1.0,0.0,1,0,0,0,0,0,0
1012,CustomerId_446,2/5/2019 1:29,4000.0,-4000.0,2/5/2019 1:29,4220.0,2/8/2019 2:13,1.0,3/7/2019 1:29,PayBackId_652,1.0,0.0,1,0,0,0,0,0,0
1013,CustomerId_445,2/5/2019 4:57,1000.0,-1000.0,2/5/2019 4:57,1120.0,2/21/2019 6:36,1.0,3/7/2019 4:56,PayBackId_593,1.0,0.0,1,0,0,0,0,0,0
1019,CustomerId_310,2/5/2019 8:46,7000.0,-7000.0,2/5/2019 8:46,7350.0,2/8/2019 6:35,1.0,3/7/2019 8:46,PayBackId_1280,1.0,0.0,1,0,0,0,0,0,0
1023,CustomerId_369,2/5/2019 13:51,1000.0,-1000.0,2/5/2019 13:51,1090.0,2/16/2019 10:37,1.0,3/7/2019 13:51,PayBackId_1288,1.0,0.0,1,0,0,0,0,0,0
1024,CustomerId_180,2/5/2019 14:36,5000.0,-5000.0,2/5/2019 14:36,5475.0,2/17/2019 8:51,1.0,3/7/2019 14:35,PayBackId_229,1.0,0.0,0,1,0,0,0,0,0
1026,CustomerId_261,2/5/2019 16:42,5750.0,-5000.0,2/5/2019 16:42,2759.0,2/22/2019 7:11,0.0,3/7/2019 16:42,PayBackId_1035,1.0,0.0,0,0,0,0,0,0,1
1027,CustomerId_261,2/5/2019 16:42,5750.0,-5000.0,2/5/2019 16:42,5780.0,5/10/2019 18:38,1.0,3/7/2019 16:42,PayBackId_1803,1.0,0.0,0,0,0,0,0,0,1
1029,CustomerId_381,2/5/2019 18:47,1000.0,-1000.0,2/5/2019 18:47,1110.0,2/20/2019 13:58,1.0,3/7/2019 18:47,PayBackId_1327,1.0,0.0,1,0,0,0,0,0,0
1030,CustomerId_381,2/5/2019 20:37,1000.0,-1000.0,2/5/2019 20:37,1110.0,2/20/2019 14:01,1.0,3/7/2019 20:37,PayBackId_420,1.0,0.0,1,0,0,0,0,0,0
1031,CustomerId_446,2/5/2019 21:20,2000.0,-2000.0,2/5/2019 21:20,1400.0,2/17/2019 5:21,0.0,3/7/2019 21:20,PayBackId_358,1.0,0.0,1,0,0,0,0,0,0
1032,CustomerId_446,2/5/2019 21:20,2000.0,-2000.0,2/5/2019 21:20,1570.0,5/9/2019 17:52,1.0,3/7/2019 21:20,PayBackId_896,1.0,0.0,1,0,0,0,0,0,0
1033,CustomerId_398,2/5/2019 21:22,5000.0,-5000.0,2/5/2019 21:22,5250.0,2/8/2019 19:51,1.0,3/7/2019 21:22,PayBackId_2018,1.0,0.0,1,0,0,0,0,0,0
1034,CustomerId_398,2/5/2019 21:25,5000.0,-5000.0,2/5/2019 21:25,5250.0,2/7/2019 21:49,1.0,3/7/2019 21:25,PayBackId_74,1.0,0.0,1,0,0,0,0,0,0
1036,CustomerId_369,2/5/2019 21:29,500.0,-500.0,2/5/2019 21:29,528.0,2/9/2019 13:16,1.0,3/7/2019 21:29,PayBackId_1251,1.0,0.0,1,0,0,0,0,0,0
1037,CustomerId_446,2/6/2019 4:43,3000.0,-3000.0,2/6/2019 4:43,3285.0,2/17/2019 5:20,1.0,3/8/2019 4:43,PayBackId_283,1.0,0.0,1,0,0,0,0,0,0
1038,CustomerId_369,2/6/2019 5:42,1000.0,-1000.0,2/6/2019 5:42,1115.0,2/21/2019 15:11,1.0,3/8/2019 5:42,PayBackId_784,1.0,0.0,1,0,0,0,0,0,0
1040,CustomerId_350,2/6/2019 6:42,1500.0,-1500.0,2/6/2019 6:42,1000.0,2/11/2019 18:54,0.0,3/8/2019 6:42,PayBackId_1302,1.0,1.0,1,0,0,0,0,0,0
1043,CustomerId_369,2/6/2019 7:19,1000.0,-1000.0,2/6/2019 7:19,1155.0,3/2/2019 2:51,1.0,3/8/2019 7:19,PayBackId_134,1.0,0.0,1,0,0,0,0,0,0
1044,CustomerId_369,2/6/2019 7:19,1000.0,-1000.0,2/6/2019 7:19,1155.0,3/2/2019 2:52,1.0,3/8/2019 7:19,PayBackId_167,1.0,0.0,1,0,0,0,0,0,0
1048,CustomerId_188,2/6/2019 8:37,5000.0,-5000.0,2/6/2019 8:37,5032.0,2/22/2019 9:19,0.0,3/8/2019 8:37,PayBackId_872,1.0,0.0,1,0,0,0,0,0,0
1049,CustomerId_188,2/6/2019 8:37,5000.0,-5000.0,2/6/2019 8:37,593.0,2/23/2019 17:15,1.0,3/8/2019 8:37,PayBackId_648,1.0,0.0,1,0,0,0,0,0,0
1050,CustomerId_256,2/6/2019 9:37,10000.0,-10000.0,2/6/2019 9:37,887.0,2/14/2019 23:06,0.0,3/8/2019 9:37,PayBackId_190,1.0,0.0,1,0,0,0,0,0,0
1051,CustomerId_256,2/6/2019 9:37,10000.0,-10000.0,2/6/2019 9:37,1077.0,3/4/2019 15:51,0.0,3/8/2019 9:37,PayBackId_1978,1.0,0.0,1,0,0,0,0,0,0
1052,CustomerId_256,2/6/2019 9:37,10000.0,-10000.0,2/6/2019 9:37,10936.0,3/28/2019 14:52,1.0,3/8/2019 9:37,PayBackId_1490,1.0,0.0,1,0,0,0,0,0,0
1056,CustomerId_180,2/6/2019 11:33,3000.0,-3000.0,2/6/2019 11:33,3270.0,2/18/2019 9:42,0.0,3/8/2019 11:33,PayBackId_230,1.0,0.0,1,0,0,0,0,0,0
1057,CustomerId_310,2/6/2019 14:41,625.0,-625.0,2/6/2019 14:41,654.0,2/8/2019 6:34,1.0,3/8/2019 14:41,PayBackId_1419,1.0,0.0,1,0,0,0,0,0,0
1058,CustomerId_188,2/6/2019 17:12,1000.0,-1000.0,2/6/2019 17:12,1050.0,2/8/2019 17:47,1.0,3/8/2019 17:12,PayBackId_384,1.0,0.0,1,0,0,0,0,0,0
1059,CustomerId_180,2/6/2019 17:16,500.0,-500.0,2/6/2019 17:16,545.0,2/18/2019 6:37,0.0,3/8/2019 17:16,PayBackId_1523,1.0,0.0,1,0,0,0,0,0,0
1061,CustomerId_72,2/6/2019 18:31,1000.0,-1000.0,2/6/2019 18:31,700.0,2/6/2019 18:47,0.0,3/8/2019 18:31,PayBackId_663,1.0,0.0,1,0,0,0,0,0,0
1062,CustomerId_72,2/6/2019 18:31,1000.0,-1000.0,2/6/2019 18:31,375.0,2/14/2019 9:41,1.0,3/8/2019 18:31,PayBackId_1474,1.0,0.0,1,0,0,0,0,0,0
1066,CustomerId_342,2/6/2019 21:13,2000.0,-2000.0,2/6/2019 21:13,2140.0,2/13/2019 15:56,1.0,3/8/2019 21:13,PayBackId_693,1.0,0.0,1,0,0,0,0,0,0
1067,CustomerId_79,2/7/2019 5:47,1000.0,-1000.0,2/7/2019 5:47,1055.0,2/10/2019 13:26,1.0,3/9/2019 5:47,PayBackId_257,1.0,0.0,1,0,0,0,0,0,0
1068,CustomerId_79,2/7/2019 5:47,1000.0,-1000.0,2/7/2019 5:47,1055.0,2/10/2019 13:25,1.0,3/9/2019 5:47,PayBackId_865,1.0,0.0,1,0,0,0,0,0,0
1069,CustomerId_79,2/7/2019 5:55,1000.0,-1000.0,2/7/2019 5:55,1055.0,2/10/2019 13:24,1.0,3/9/2019 5:54,PayBackId_1827,1.0,0.0,1,0,0,0,0,0,0
1071,CustomerId_243,2/7/2019 6:51,1000.0,-1000.0,2/7/2019 6:51,1060.0,2/11/2019 12:44,1.0,3/9/2019 6:51,PayBackId_637,1.0,0.0,1,0,0,0,0,0,0
1072,CustomerId_237,2/7/2019 7:15,900.0,-900.0,2/7/2019 7:15,990.0,2/19/2019 17:13,1.0,3/9/2019 7:15,PayBackId_1129,1.0,0.0,1,0,0,0,0,0,0
1076,CustomerId_72,2/7/2019 7:39,1000.0,-1000.0,2/7/2019 7:39,1075.0,2/14/2019 9:41,1.0,3/9/2019 7:39,PayBackId_1142,1.0,0.0,1,0,0,0,0,0,0
1077,CustomerId_79,2/7/2019 8:17,2000.0,-2000.0,2/7/2019 8:17,2110.0,2/10/2019 13:24,1.0,3/9/2019 8:17,PayBackId_1307,1.0,0.0,1,0,0,0,0,0,0
1078,CustomerId_292,2/7/2019 10:13,12000.0,-12000.0,2/7/2019 10:13,15660.0,4/2/2019 5:44,1.0,3/9/2019 10:13,PayBackId_155,1.0,0.0,0,0,0,0,0,1,0
1081,CustomerId_79,2/7/2019 11:30,2000.0,-2000.0,2/7/2019 11:30,2090.0,2/8/2019 12:17,1.0,3/9/2019 11:30,PayBackId_1947,1.0,0.0,1,0,0,0,0,0,0
1082,CustomerId_79,2/7/2019 11:37,2000.0,-2000.0,2/7/2019 11:37,2090.0,2/8/2019 12:15,1.0,3/9/2019 11:37,PayBackId_1063,1.0,0.0,1,0,0,0,0,0,0
1086,CustomerId_258,2/7/2019 16:28,61800.0,-60000.0,2/7/2019 16:27,77795.0,3/11/2019 7:25,1.0,3/9/2019 16:27,PayBackId_1042,1.0,0.0,0,0,0,0,0,1,0
1087,CustomerId_446,2/7/2019 17:17,2000.0,-2000.0,2/7/2019 17:17,2170.0,2/17/2019 5:19,1.0,3/9/2019 17:17,PayBackId_754,1.0,0.0,1,0,0,0,0,0,0
1091,CustomerId_98,2/7/2019 19:29,5000.0,-5000.0,2/7/2019 19:29,1000.0,2/9/2019 17:24,0.0,3/9/2019 19:29,PayBackId_1646,1.0,0.0,1,0,0,0,0,0,0
1092,CustomerId_98,2/7/2019 19:29,5000.0,-5000.0,2/7/2019 19:29,4200.0,2/17/2019 4:43,0.0,3/9/2019 19:29,PayBackId_815,1.0,0.0,1,0,0,0,0,0,0
1093,CustomerId_98,2/7/2019 19:29,5000.0,-5000.0,2/7/2019 19:29,325.0,2/21/2019 7:14,1.0,3/9/2019 19:29,PayBackId_953,1.0,0.0,1,0,0,0,0,0,0
1095,CustomerId_446,2/8/2019 2:14,5000.0,-5000.0,2/8/2019 2:14,5425.0,2/17/2019 5:18,1.0,3/10/2019 2:14,PayBackId_274,1.0,0.0,1,0,0,0,0,0,0
1096,CustomerId_79,2/8/2019 6:23,2000.0,-2000.0,2/8/2019 6:23,2080.0,2/8/2019 12:14,1.0,3/10/2019 6:23,PayBackId_1736,1.0,0.0,0,1,0,0,0,0,0
1097,CustomerId_79,2/8/2019 6:24,2000.0,-2000.0,2/8/2019 6:24,2080.0,2/8/2019 12:14,1.0,3/10/2019 6:23,PayBackId_1351,1.0,0.0,0,1,0,0,0,0,0
1100,CustomerId_66,2/8/2019 7:50,10000.0,-10000.0,2/8/2019 7:50,12000.0,3/12/2019 14:18,1.0,3/10/2019 7:50,PayBackId_1753,1.0,0.0,1,0,0,0,0,0,0
1103,CustomerId_336,2/8/2019 11:08,11200.0,-10000.0,2/8/2019 11:08,16184.0,4/30/2019 21:03,1.0,3/10/2019 11:08,PayBackId_1904,1.0,0.0,0,0,0,0,0,0,1
1104,CustomerId_281,2/8/2019 13:30,2000.0,-2000.0,2/8/2019 13:29,2210.0,2/22/2019 6:46,1.0,3/10/2019 13:29,PayBackId_1459,1.0,0.0,1,0,0,0,0,0,0
1106,CustomerId_296,2/8/2019 15:01,1500.0,-1500.0,2/8/2019 15:01,700.0,3/26/2019 19:03,0.0,3/10/2019 15:01,PayBackId_301,1.0,0.0,1,0,0,0,0,0,0
1107,CustomerId_296,2/8/2019 15:01,1500.0,-1500.0,2/8/2019 15:01,1280.0,4/6/2019 10:44,1.0,3/10/2019 15:01,PayBackId_951,1.0,0.0,1,0,0,0,0,0,0
1108,CustomerId_444,2/8/2019 15:33,10000.0,-10000.0,2/8/2019 15:33,500.0,2/12/2019 5:04,0.0,3/10/2019 15:33,PayBackId_1283,1.0,1.0,1,0,0,0,0,0,0
1109,CustomerId_296,2/8/2019 15:38,5000.0,-5000.0,2/8/2019 15:38,6600.0,4/6/2019 8:02,1.0,3/10/2019 15:37,PayBackId_1561,1.0,0.0,1,0,0,0,0,0,0
1110,CustomerId_419,2/8/2019 18:54,5000.0,-5000.0,2/8/2019 18:54,5425.0,2/18/2019 9:56,1.0,3/10/2019 18:54,PayBackId_1385,1.0,0.0,1,0,0,0,0,0,0
1112,CustomerId_419,2/9/2019 6:14,3000.0,-3000.0,2/9/2019 6:14,3360.0,2/25/2019 10:25,1.0,3/11/2019 6:14,PayBackId_1895,1.0,0.0,1,0,0,0,0,0,0
1114,CustomerId_237,2/9/2019 8:57,1000.0,-1000.0,2/9/2019 8:57,1045.0,2/10/2019 18:27,1.0,3/11/2019 8:57,PayBackId_1390,1.0,0.0,1,0,0,0,0,0,0
1115,CustomerId_276,2/9/2019 9:54,5000.0,-5000.0,2/9/2019 9:54,5525.0,2/22/2019 20:49,1.0,3/11/2019 9:54,PayBackId_2047,1.0,0.0,1,0,0,0,0,0,0
1116,CustomerId_281,2/9/2019 9:57,2000.0,-2000.0,2/9/2019 9:57,2200.0,2/22/2019 6:44,1.0,3/11/2019 9:57,PayBackId_573,1.0,0.0,1,0,0,0,0,0,0
1118,CustomerId_359,2/9/2019 14:16,1000.0,-1000.0,2/9/2019 14:16,1170.0,3/8/2019 5:40,1.0,3/11/2019 14:16,PayBackId_577,1.0,0.0,1,0,0,0,0,0,0
1119,CustomerId_342,2/9/2019 21:48,500.0,-500.0,2/9/2019 21:48,595.0,3/12/2019 17:23,1.0,3/11/2019 21:47,PayBackId_1144,1.0,0.0,1,0,0,0,0,0,0
1120,CustomerId_342,2/9/2019 21:51,500.0,-500.0,2/9/2019 21:51,595.0,3/12/2019 17:25,1.0,3/11/2019 21:51,PayBackId_1440,1.0,0.0,1,0,0,0,0,0,0
1121,CustomerId_342,2/9/2019 21:53,500.0,-500.0,2/9/2019 21:53,595.0,3/12/2019 17:27,1.0,3/11/2019 21:53,PayBackId_47,1.0,0.0,1,0,0,0,0,0,0
1122,CustomerId_281,2/9/2019 22:34,2000.0,-2000.0,2/9/2019 22:34,2200.0,2/22/2019 6:45,1.0,3/11/2019 22:34,PayBackId_1156,1.0,0.0,1,0,0,0,0,0,0
1123,CustomerId_281,2/9/2019 22:44,2000.0,-2000.0,2/9/2019 22:44,2200.0,2/22/2019 6:43,1.0,3/11/2019 22:44,PayBackId_1808,1.0,0.0,1,0,0,0,0,0,0
1125,CustomerId_48,2/10/2019 4:28,1100.0,-1100.0,2/10/2019 4:28,1249.0,3/1/2019 7:05,1.0,3/12/2019 4:28,PayBackId_745,1.0,0.0,1,0,0,0,0,0,0
1127,CustomerId_235,2/10/2019 8:12,1000.0,-1000.0,2/10/2019 8:12,1045.0,2/11/2019 19:04,1.0,3/12/2019 8:12,PayBackId_995,1.0,0.0,1,0,0,0,0,0,0
1128,CustomerId_237,2/10/2019 8:33,1000.0,-1000.0,2/10/2019 8:33,1085.0,2/19/2019 17:15,1.0,3/12/2019 8:33,PayBackId_1739,1.0,0.0,1,0,0,0,0,0,0
1129,CustomerId_399,2/10/2019 9:27,11200.0,-10000.0,2/10/2019 9:27,13272.0,3/12/2019 2:52,1.0,3/12/2019 9:27,PayBackId_911,1.0,0.0,0,0,0,0,0,0,1
1130,CustomerId_281,2/10/2019 10:35,3000.0,-3000.0,2/10/2019 10:35,3285.0,2/22/2019 6:42,1.0,3/12/2019 10:35,PayBackId_1402,1.0,0.0,1,0,0,0,0,0,0
1131,CustomerId_296,2/10/2019 16:52,1500.0,-1500.0,2/10/2019 16:52,1965.0,4/6/2019 10:45,1.0,3/12/2019 16:52,PayBackId_781,1.0,0.0,1,0,0,0,0,0,0
1132,CustomerId_127,2/10/2019 18:25,1000.0,-1000.0,2/10/2019 18:25,1280.0,3/30/2019 20:15,1.0,3/12/2019 18:25,PayBackId_1201,1.0,0.0,1,0,0,0,0,0,0
1135,CustomerId_315,2/11/2019 6:59,1000.0,-1000.0,2/11/2019 6:59,1040.0,2/11/2019 12:33,1.0,3/13/2019 6:59,PayBackId_431,1.0,0.0,1,0,0,0,0,0,0
1136,CustomerId_287,2/11/2019 8:07,9000.0,-9000.0,2/11/2019 8:07,2871.0,2/11/2019 8:15,0.0,3/13/2019 8:06,PayBackId_1416,1.0,0.0,1,0,0,0,0,0,0
1137,CustomerId_287,2/11/2019 8:07,9000.0,-9000.0,2/11/2019 8:07,6534.0,2/12/2019 21:00,1.0,3/13/2019 8:06,PayBackId_534,1.0,0.0,1,0,0,0,0,0,0
1138,CustomerId_326,2/11/2019 13:03,2000.0,-2000.0,2/11/2019 13:03,2110.0,2/15/2019 9:45,1.0,3/13/2019 13:03,PayBackId_880,1.0,0.0,1,0,0,0,0,0,0
1141,CustomerId_278,2/11/2019 15:37,2000.0,-2000.0,2/11/2019 15:37,2140.0,2/18/2019 13:34,1.0,3/13/2019 15:37,PayBackId_1810,1.0,0.0,0,1,0,0,0,0,0
1142,CustomerId_398,2/11/2019 20:06,7000.0,-7000.0,2/11/2019 20:06,7595.0,2/21/2019 9:59,1.0,3/13/2019 20:06,PayBackId_779,1.0,0.0,1,0,0,0,0,0,0
1143,CustomerId_235,2/11/2019 21:13,1500.0,-1500.0,2/11/2019 21:13,1583.0,2/15/2019 19:15,1.0,3/13/2019 21:13,PayBackId_311,1.0,0.0,1,0,0,0,0,0,0
1144,CustomerId_310,2/12/2019 4:25,14000.0,-14000.0,2/12/2019 4:25,14980.0,2/18/2019 11:38,1.0,3/14/2019 4:25,PayBackId_1738,1.0,0.0,1,0,0,0,0,0,0
1145,CustomerId_369,2/12/2019 4:36,700.0,-700.0,2/12/2019 4:36,742.0,2/16/2019 10:38,1.0,3/14/2019 4:36,PayBackId_540,1.0,0.0,1,0,0,0,0,0,0
1148,CustomerId_237,2/12/2019 7:49,1000.0,-1000.0,2/12/2019 7:48,1075.0,2/19/2019 17:17,1.0,3/14/2019 7:48,PayBackId_418,1.0,0.0,1,0,0,0,0,0,0
1151,CustomerId_419,2/12/2019 10:24,5000.0,-5000.0,2/12/2019 10:24,5500.0,2/25/2019 10:23,1.0,3/14/2019 10:24,PayBackId_1450,1.0,0.0,0,1,0,0,0,0,0
1153,CustomerId_296,2/12/2019 11:11,5000.0,-5000.0,2/12/2019 11:10,6500.0,4/6/2019 7:58,1.0,3/14/2019 11:10,PayBackId_231,1.0,0.0,1,0,0,0,0,0,0
1154,CustomerId_402,2/12/2019 11:14,2000.0,-2000.0,2/12/2019 11:13,2550.0,3/31/2019 15:47,1.0,3/14/2019 11:13,PayBackId_1671,1.0,0.0,1,0,0,0,0,0,0
1156,CustomerId_336,2/12/2019 12:32,1000.0,-1000.0,2/12/2019 12:32,1425.0,4/30/2019 21:01,1.0,3/14/2019 12:31,PayBackId_243,1.0,0.0,0,1,0,0,0,0,0
1157,CustomerId_297,2/12/2019 12:32,1000.0,-1000.0,2/12/2019 12:32,1195.0,3/15/2019 21:29,1.0,3/14/2019 12:32,PayBackId_14,1.0,0.0,1,0,0,0,0,0,0
1158,CustomerId_308,2/12/2019 12:36,10000.0,-10000.0,2/12/2019 12:36,11650.0,3/9/2019 17:46,1.0,3/14/2019 12:36,PayBackId_181,1.0,0.0,1,0,0,0,0,0,0
1159,CustomerId_297,2/12/2019 13:08,1000.0,-1000.0,2/12/2019 13:08,1195.0,3/15/2019 21:32,1.0,3/14/2019 13:08,PayBackId_1731,1.0,0.0,1,0,0,0,0,0,0
1161,CustomerId_296,2/12/2019 16:42,1500.0,-1500.0,2/12/2019 16:42,1950.0,4/6/2019 7:55,1.0,3/14/2019 16:41,PayBackId_1334,1.0,0.0,1,0,0,0,0,0,0
1162,CustomerId_288,2/12/2019 16:58,10000.0,-10000.0,2/12/2019 16:58,2000.0,2/18/2019 12:26,0.0,3/14/2019 16:57,PayBackId_1672,1.0,0.0,1,0,0,0,0,0,0
1163,CustomerId_288,2/12/2019 16:58,10000.0,-10000.0,2/12/2019 16:58,9450.0,3/6/2019 15:56,1.0,3/14/2019 16:57,PayBackId_255,1.0,0.0,1,0,0,0,0,0,0
1167,CustomerId_57,2/12/2019 19:50,14500.0,-14500.0,2/12/2019 19:50,2000.0,2/14/2019 15:08,0.0,3/14/2019 19:50,PayBackId_1176,1.0,0.0,1,0,0,0,0,0,0
1168,CustomerId_57,2/12/2019 19:50,14500.0,-14500.0,2/12/2019 19:50,3225.0,2/15/2019 9:20,0.0,3/14/2019 19:50,PayBackId_1726,1.0,0.0,1,0,0,0,0,0,0
1169,CustomerId_57,2/12/2019 19:50,14500.0,-14500.0,2/12/2019 19:50,2508.0,2/22/2019 12:03,0.0,3/14/2019 19:50,PayBackId_124,1.0,0.0,1,0,0,0,0,0,0
1170,CustomerId_57,2/12/2019 19:50,14500.0,-14500.0,2/12/2019 19:50,2507.0,2/28/2019 22:42,0.0,3/14/2019 19:50,PayBackId_1324,1.0,0.0,1,0,0,0,0,0,0
1171,CustomerId_57,2/12/2019 19:50,14500.0,-14500.0,2/12/2019 19:50,1290.0,3/5/2019 11:02,0.0,3/14/2019 19:50,PayBackId_1788,1.0,0.0,1,0,0,0,0,0,0
